영역,유형,표준점수,남자,여자
제2외국어 한문,아랍어 I,67,59,98
제2외국어 한문,아랍어 I,65,72,105
제2외국어 한문,아랍어 I,64,95,165
제2외국어 한문,아랍어 I,63,148,233
제2외국어 한문,아랍어 I,61,180,312
제2외국어 한문,아랍어 I,60,254,398
제2외국어 한문,아랍어 I,58,320,565
제2외국어 한문,아랍어 I,57,482,744
제2외국어 한문,아랍어 I,56,640,996
제2외국어 한문,아랍어 I,54,859,1299
제2외국어 한문,아랍어 I,53,1175,1740
제2외국어 한문,아랍어 I,52,1311,2034
제2외국어 한문,아랍어 I,50,1645,2516
제2외국어 한문,아랍어 I,49,1715,2628
제2외국어 한문,아랍어 I,48,2296,3258
제2외국어 한문,아랍어 I,46,1947,2767
제2외국어 한문,아랍어 I,45,1805,2477
제2외국어 한문,아랍어 I,43,1454,2078
제2외국어 한문,아랍어 I,42,1602,2285
제2외국어 한문,아랍어 I,41,894,1275
제2외국어 한문,아랍어 I,39,588,761
제2외국어 한문,아랍어 I,38,417,583
제2외국어 한문,아랍어 I,37,158,224
제2외국어 한문,아랍어 I,35,71,85
제2외국어 한문,아랍어 I,34,24,26
제2외국어 한문,아랍어 I,32,12,11
제2외국어 한문,베트남어 I,79,1,8
제2외국어 한문,베트남어 I,78,0,1
제2외국어 한문,베트남어 I,77,4,12
제2외국어 한문,베트남어 I,76,1,2
제2외국어 한문,베트남어 I,75,11,24
제2외국어 한문,베트남어 I,74,23,35
제2외국어 한문,베트남어 I,73,8,14
제2외국어 한문,베트남어 I,72,23,26
제2외국어 한문,베트남어 I,71,12,6
제2외국어 한문,베트남어 I,70,22,39
제2외국어 한문,베트남어 I,69,22,14
제2외국어 한문,베트남어 I,68,39,58
제2외국어 한문,베트남어 I,67,21,31
제2외국어 한문,베트남어 I,66,20,13
제2외국어 한문,베트남어 I,65,15,22
제2외국어 한문,베트남어 I,64,20,12
제2외국어 한문,베트남어 I,63,25,15
제2외국어 한문,베트남어 I,62,24,26
제2외국어 한문,베트남어 I,61,24,15
제2외국어 한문,베트남어 I,60,9,20
제2외국어 한문,베트남어 I,59,19,14
제2외국어 한문,베트남어 I,58,11,10
제2외국어 한문,베트남어 I,57,13,15
제2외국어 한문,베트남어 I,56,8,18
제2외국어 한문,베트남어 I,55,14,28
제2외국어 한문,베트남어 I,54,11,21
제2외국어 한문,베트남어 I,53,14,23
제2외국어 한문,베트남어 I,52,21,29
제2외국어 한문,베트남어 I,51,22,29
제2외국어 한문,베트남어 I,50,39,26
제2외국어 한문,베트남어 I,49,77,157
제2외국어 한문,베트남어 I,48,90,152
제2외국어 한문,베트남어 I,47,71,118
제2외국어 한문,베트남어 I,46,64,151
제2외국어 한문,베트남어 I,45,79,159
제2외국어 한문,베트남어 I,44,89,158
제2외국어 한문,베트남어 I,43,179,329
제2외국어 한문,베트남어 I,42,105,157
제2외국어 한문,베트남어 I,41,44,104
제2외국어 한문,베트남어 I,40,47,63
제2외국어 한문,베트남어 I,39,23,40
제2외국어 한문,베트남어 I,38,5,17
제2외국어 한문,베트남어 I,37,7,15
제2외국어 한문,베트남어 I,36,8,3
제2외국어 한문,한문 I,68,70,43
제2외국어 한문,한문 I,67,109,55
제2외국어 한문,한문 I,66,14,11
제2외국어 한문,한문 I,65,71,36
제2외국어 한문,한문 I,64,14,15
제2외국어 한문,한문 I,63,75,47
제2외국어 한문,한문 I,62,39,22
제2외국어 한문,한문 I,61,24,14
제2외국어 한문,한문 I,60,33,24
제2외국어 한문,한문 I,59,56,38
제2외국어 한문,한문 I,58,36,8
제2외국어 한문,한문 I,57,36,18
제2외국어 한문,한문 I,56,25,20
제2외국어 한문,한문 I,55,55,46
제2외국어 한문,한문 I,54,27,32
제2외국어 한문,한문 I,53,37,24
제2외국어 한문,한문 I,52,37,31
제2외국어 한문,한문 I,51,55,56
제2외국어 한문,한문 I,50,32,35
제2외국어 한문,한문 I,49,31,43
제2외국어 한문,한문 I,48,86,100
제2외국어 한문,한문 I,47,40,50
제2외국어 한문,한문 I,46,52,49
제2외국어 한문,한문 I,45,52,61
제2외국어 한문,한문 I,44,108,110
제2외국어 한문,한문 I,43,47,52
제2외국어 한문,한문 I,42,52,52
제2외국어 한문,한문 I,41,37,57
제2외국어 한문,한문 I,40,77,88
제2외국어 한문,한문 I,39,67,49
제2외국어 한문,한문 I,38,43,32
제2외국어 한문,한문 I,37,34,38
제2외국어 한문,한문 I,36,44,57
제2외국어 한문,한문 I,35,24,17
제2외국어 한문,한문 I,34,27,14
제2외국어 한문,한문 I,33,14,10
제2외국어 한문,한문 I,32,4,3
제2외국어 한문,한문 I,31,3,1
제2외국어 한문,한문 I,29,1,1
